video_path,label,method
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\917.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\034_590.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\160_928.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\046_904.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\817.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\242.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\444.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\115_939.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\117_217.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\976.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\446.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\599.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\519.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\756.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\160_928.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\043_110.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\355.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\468.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\019_018.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\120_118.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\691.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\026_012.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\029_048.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\277.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\725.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\523.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\509.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\073_024.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\371.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\058_039.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\337.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\614.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\002_006.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\528.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\122_144.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\275.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\076_079.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\661.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\398.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\072_037.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\928.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\334.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\890.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\023_923.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\079.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\097_033.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\680.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\123_119.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\404.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\912.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\368.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\068.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\731.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\095_053.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\889.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_06__exit_phone_room__HZAXM70B.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\366.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\921.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\015_919.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\058_039.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\905.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\054_071.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\077_100.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\498.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\492.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\888.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\707.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\046_904.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\008_990.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\010_005.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\863.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_13__outside_talking_pan_laughing__2YSYT2N3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_15__podium_speech_happy__DG8ITQO3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\171.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\118_120.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\024_073.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_14__exit_phone_room__H0VQHGS3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\925.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\543.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\773.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\805.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\306.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\118_120.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__walking_and_outside_surprised__MZWH8ATN.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\179.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\995.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\090_086.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\117_217.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\975.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\047_862.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\750.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\962.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\002_006.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\027_009.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\319.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\827.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\102_114.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\786.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\896.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\158_379.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\080_061.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\028.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\080.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\934.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\078.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\087_081.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\066_062.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\542.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_07__talking_against_wall__PWXXULHR.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\052_108.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\099.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\058.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\645.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\043.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\491.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\083_213.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\030.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\067_025.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\100_077.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\109_107.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\471.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\035.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\037_072.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\360.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\088_060.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\071_054.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\149_152.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\051_332.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\061_080.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\042_084.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_06__meeting_serious__83ABVHC3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\145.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\064_991.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\008_990.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_11__exit_phone_room__P08VGHTA.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\697.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\716.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\152_149.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\018_019.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\170.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\014_790.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\709.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\077.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\057_070.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\033_097.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\433.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\960.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\922.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\064_991.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__talking_against_wall__HTG660F8.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\074_825.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\137_165.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\438.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\657.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\689.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\978.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\075_977.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\050.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\122_144.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\004_982.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\131_518.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\112_892.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\420.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\074_825.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\166_167.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\266.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\377.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\012_026.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\016_209.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\711.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\178.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\914.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\054_071.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\080_061.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\049_946.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\705.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\939.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\013_883.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\857.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\130_139.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\048.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\152.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\072_037.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\133_148.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\056_996.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\062_066.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\003_000.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\075_977.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\065_089.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\168_222.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\900.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\146.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\100_077.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\248.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\154_386.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\581.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\087.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\148_133.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_11__talking_against_wall__P08VGHTA.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\176.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\784.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\072_037.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\742.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\409.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_13__kitchen_pan__2YSYT2N3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\121_093.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\430.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\073_024.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\955.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\029_048.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__talking_angry_couch__HTG660F8.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\143.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\985.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\095.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\131.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\923.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_11__talking_against_wall__UQ0BOBNO.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\107_109.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\113_983.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\135_880.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\113_983.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\084_042.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\698.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\122.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\563.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\145_299.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\161_141.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\084_042.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\609.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\053_095.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\388.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\122_144.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\002_006.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\167_166.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\009.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\882.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\387.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\344.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\647.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\128_896.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\009_027.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_09__talking_angry_couch__6KUOFMZW.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\165_137.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\175.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\099_295.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\916.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\121_093.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_12__walking_and_outside_surprised__9D2ZHEKW.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_25__talking_against_wall__Z7FQ69VP.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\134_192.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__meeting_serious__MZWH8ATN.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_14__outside_talking_pan_laughing__3IUBEKCT.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\078_955.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\149_152.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\069_961.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\206.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\640.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\529.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\589.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\405.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\055.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\949.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\292.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\105_180.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\079_076.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_11__talking_against_wall__9229VVZ3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\033_097.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\538.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\237.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\057_070.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\131_518.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_15__outside_talking_pan_laughing__02HILKYO.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\930.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\075.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\130.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\017_803.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\139_130.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_14__talking_against_wall__ZC2KYASW.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\152_149.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\667.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\800.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\149_152.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\663.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\617.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\100.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\024_073.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\051.mp4,0,original
